rank	username	minecraft:custom/minecraft:play_one_minute
1064	c0la_c0ca	806573
1065	SamZombie	806094
1066	ganyuganyu	802740
1067	satuern	800971
1068	HuangMeiHua	797866
1069	561cool	797179
1070	rats_life	796781
1071	kars0n	795779
1072	Huic_ostiarius	790791
1073	Inconvenionce	790132
1074	Cyanide4Kitten	785134
1075	MinerDec	784368
1076	RohnJosin	782738
1077	Orcus113	779911
1078	ThatMan_Dave	779110
1079	trixterrx	778635
1080	OverallConcept	772875
1081	icim	772608
1082	I_Moose	772422
1083	Aryamanee	771985
1084	Healthing	768296
1085	markaus77	766146
1086	Gamergirl420628	765469
1087	Gab4101	752726
1088	PizzaJake	751924
1089	DrGrant	750931
1090	Hail_the_wombat	750588
1091	Y_A_N_N_I	750561
1092	501g	749903
1093	Deliriohm	744190
1094	RIPB0ZO	743932
1095	Mimiir345	743889
1096	theofiel	741799
1097	00000000-0000-0000-0009-01fc3bb26159	740868
1098	autisticcupcake	740809
1099	_Ruzeeq_	738276
1100	Oxygen16	736269
1101	Freedrik	735186
1102	weezygator	734682
1103	C0oOK13M0N5T3R	734584
1104	ReverendSmith	731800
1105	HELLO_I_AM_BEAR	730362
1106	GOOBERGABE04	727147
1107	DeeDeeThonk	726529
1108	queenalina123	726519
1109	Freeman666	726277
1110	Zlatovlas	723481
1111	Ghemmah	718005
1112	xKhoshekh	713357
1113	TruestTurnip	712325
1114	Humpcat	711327
1115	PhantomBionic	709390
1116	annoyingenderman	707805
1117	KingEgg1	706626
1118	MNMann44	705149
1119	SolicitedPuma101	704843
1120	Norrhede	704629
1121	2xil2	702785
1122	GeromeMerris	701641
1123	MrTentacles2169	698927
1124	TastyPorkchop	698042
1125	FennYuzuna	696554
1126	DontHaveKick	694263
1127	Trixididntdie	694072
1128	ZoharGoldMine	691404
1129	JustinRee	689332
1130	Smaldo	687679
1131	wickedword	687607
1132	Sloths_Ender	687583
1133	K_a__a_n	687370
1134	Gingayy	683914
1135	halfwayup	681525
1136	Tristankill	677844
1137	ComplexSquirrel	670497
1138	Aezekial	669059
1139	Shavrin	668317
1140	Crasswolf	668194
1141	p4lp	666740
1142	kiluaemc	666586
1143	The_Skramz	665462
1144	RoBe__	664974
1145	Serval2000	664319
1146	thechoosenone69	662295
1147	DirtyDalle	661510
1148	Aangezet	657210
1149	victorLIE	650683
1150	spellmre	650594
1151	sq0id	650374
1152	ChrisKyleST3	649228
1153	ABUSNA1996	649158
1154	Vicemaniac	646628
1155	NarwhalTaco	646062
1156	LordBlaze11	644009
1157	LitoDelvito	642920
1158	openatheclose	642593
1159	Blamphe	640123
1160	Cattoh	637093
1161	Diavri	637079
1162	ItsJWolff	631635
1163	Jindong	629809
1164	out1s	629342
1165	hdtpm	627960
1166	Templar_David	627635
1167	fenkuu	627211
1168	xof_on_microwave	626242
1169	peachfuzz1267	625261
1170	Sagaram	624898
1171	Patwannabegamer	621756
1172	BoraMC	620808
1173	rpmm	619548
1174	Arch3lia	618274
1175	sea_otter_h	616110
1176	drompje	613184
1177	dedgt	612962
1178	SidorAlex	611925
1179	NotRemets	609626
1180	JustAWill_	608432
1181	Myrosia	604530
1182	Ilovebacon2	604082
1183	Pootis11	603381
1184	Matyyy15	602220
1185	morgangauk	598232
1186	monolu	595118
1187	ccormacs	594750
1188	Dabatha	589509
1189	w3nd3lbo3	588312
1190	TildaAndrea	588144
1191	Matek_	587938
1192	Hoxy	587198
1193	HAruSAme14	586302
1194	Cats_Fly	583235
1195	Daedalus342	582609
1196	baxteerr	582160
1197	_HoneySlime_	581844
1198	NotP0tato	580759
1199	Chaotic1s	579611
1200	Jamstroxian	579605
1201	felincaus	578206
1202	VanJosh	577457
1203	BurgerKnight	576126
1204	EkkoTraveler	574554
1205	AlexChristian	574216
1206	carpet4_69	574048
1207	scarletwarrior1	573274
1208	chrolus	572960
1209	Cavetorch	572000
1210	ChampPog_	571816
1211	thatbeanyboi	569602
1212	JungeSchnauzer	567479
1213	xX_Stalin69_Xx	566589
1214	SlinkyPinky	565525
1215	infiniteQuery	565234
1216	560cool	563426
1217	LilcoinXX	562533
1218	WinterYoke	561015
1219	123louis456	559377
1220	maxdacatv2	558824
1221	TheImperial	557941
1222	Otto_chan	556885
1223	Ossem	555991
1224	Batoser	555178
1225	Krasnal1337	554202
1226	xyct	553889
1227	Beagle_Boy	553222
1228	BigMoneyH	551162
1229	NiveauSubmarine	551148
1230	pk1297	548322
1231	Peeing	547016
1232	Alphanzt99	546436
1233	LittleIan365	545745
1234	n0qtrnL	544744
1235	_KuruKuru	544421
1236	privatemeekly	544203
1237	00000000-0000-0000-0009-01f16526f034	543151
1238	Lotheburgh	541976
1239	bluefragmentt	541440
1240	ATurtle4936	539329
1241	Apicomplexa	539095
1242	Physics_Breaker	538950
1243	The_Thund	538649
1244	HoldThatPee	538032
1245	awesomeweasel	535459
1246	Dumkii	535093
1247	Muffindrake	533961
1248	Oragious	533712
1249	lilsay	532868
1250	MogusBussy69	532372
1251	mennorovers	532262
1252	Ilinca_Io	530692
1253	skelctal	530401
1254	CasperHxly	529455
1255	Empresario	528579
1256	ActualPatbaf	527823
1257	00000000-0000-0000-0009-01f9013b764e	527357
1258	bee_gorl	524500
1259	N7November	523066
1260	featherflyy	520731
1261	Ritter__	520136
1262	ThatBurritoTh0	518119
1263	Toasty_Tom	516811
1264	ehunt54	515402
1265	PirreJR	513928
1266	Ganongeek	513880
1267	potato292	511963
1268	00000000-0000-0000-0009-01fa3caf2694	511079
1269	Candad_	510700
1270	widgewee	508764
1271	asspharte	507162
1272	Myrlewen	505126
1273	Captain_Nasty	504643
1274	TheRealGameBoy24	501765
1275	Creeper_ez	499633
1276	Resner	499476
1277	rylikesrawtoast	499231
1278	NotoriousNina	499165
1279	WarMachina	499095
1280	CatchmyGrenade28	498834
1281	Chayula	497270
1282	Seindi	495121
1283	JohnnyMines	489797
1284	iTurbo	488864
1285	DarkFisto	488377
1286	Hormones	486727
1287	majlin16	486250
1288	freeandrew	485446
1289	Forcolp	483102
1290	Genius4Hire	482336
1291	JokoFiskare	481829
1292	Cordicus	481229
1293	maliraspberry	480177
1294	walll	479891
1295	dawerty	479844
1296	Rox_The_Box	479741
1297	potatocan	477907
1298	TiborSterle	476519
1299	SpaggeDR	476338
1300	Kelloogs	475726
1301	Ristebraaten	475658
1302	StylesK	475335
1303	Nostrom	472634
1304	Roikdean	470831
1305	owoBot	469295
1306	_darky1_	467259
1307	00000000-0000-0000-0009-01fc796cc078	466942
1308	TylerDupree	463797
1309	bndo	462963
1310	Flopperdonkey	462532
1311	spencersolberg	462387
1312	Bucscw24	457427
1313	Calbo_	457290
1314	BasedEphex	457193
1315	NeoJordache	455468
1316	spaece	454858
1317	funeralhome	454541
1318	NNikitas	453977
1319	ChocolatePepsi	450659
1320	DizzleJay311	450535
1321	sleepdrifter_	449972
1322	yoyoYoloMonke	449592
1323	419mmurphy	449450
1324	dankxing	448486
1325	Firecracker320	447644
1326	00000000-0000-0000-0009-01f570995a20	447353
1327	Sniper008	446898
1328	Allanon1235	445950
1329	Zenlou	445872
1330	KevinLikesPie	444554
1331	Travasaur	444132
1332	DkansK	440727
1333	Meeerkat	440623
1334	FujiBS	439205
1335	SirBreadward	438957
1336	Zielo2017PL	438897
1337	babyjimmyneutron	438782
1338	Dr0xzy	438039
1339	its_lupus	434921
1340	SuperStreetCat	434498
1341	XHectorSalamanca	433337
1342	Krimys	431690
1343	sitrollover	430291
1344	bbquakes	429850
1345	Dyosy	429026
1346	Lil_Breadboy	428757
1347	superGamerBoy_	427244
1348	00000000-0000-0000-0009-01f26ea966c4	426064
1349	tonyth3tiger	425682
1350	Leksanda	424839
1351	Lor1113	424111
1352	groggregg42	423997
1353	Ao_Ken	423196
1354	PncakeUniverse	423165
1355	Aatronix	423153
1356	Furiuosbeast0404	421297
1357	SpicyDuckMan	421029
1358	bananamix994	419578
1359	Shoutur1	414774
1360	mediumBev	413191
1361	wordboy107	412524
1362	imaginek1d	412394
1363	CowOfTheNile	411067
1364	ashetrays	409466
1365	00000000-0000-0000-0009-01f73aa9620f	409131
1366	NatrixxddxYT	406477
1367	Lirael42	405518
1368	CarsonDoesMine	405468
1369	SkyHighSkier	404291
1370	Hamsanders	403404
1371	Human_Resource	402222
1372	faulder	402190
1373	al626win52	401946
1374	_Magdo_	401922
1375	AppleJacks	401776
1376	War_Time_Leader	400817
1377	__lizi	399937
1378	Jaka_Saurus_715	399864
1379	Cartoonmaniac	399218
1380	Austinizzle	398241
1381	carloselpapii	397460
1382	xvphmura	395693
1383	videogames_	393307
1384	DamagedSin	393074
1385	brrh	393048
1386	IronArshXS	392084
1387	Paigefly	391660
1388	LikeableSausage	391614
1389	_Goatt	391514
1390	Presisor	390664
1391	MangoSalad316	390076
1392	wfk7	389846
1393	EricAurum	389460
1394	BreadFruggis	389215
1395	jacobsoy	388287
1396	Skyle169	385999
1397	duqboy	385401
1398	DebbieBrunswick	383317
1399	Caterpillar_SW	382369
1400	bmac2718	382253
1401	garrykasparow	381503
1402	brickman241	380792
1403	LavenderBi1ch	380600
1404	Chuvacevedo	379075
1405	Swalt	378368
1406	Aerqophs	377925
1407	VilsSwag	377558
1408	Catharsist	377219
1409	lordsaladito	376807
1410	UnderKat	374751
1411	QuakerOatsGod	373322
1412	Lilinaya17	371017
1413	CaptainBadKid	367342
1414	CLUBN2	367183
1415	CranialBlowout	366880
1416	blackmage426	366330
1417	DaKaveMan	364461
1418	csendeslol	364234
1419	ChampBoii	363316
1420	legoclone09	363119
1421	rejenita	363092
1422	0nly_sn1per	360994
1423	DarkDescent2392	359585
1424	NoHaHeHa	359319
1425	No_u4	359314
1426	Chroikey	358520
1427	swimingduck	358077
1428	AES784	357642
1429	eli_tschki	356382
1430	xyfrs	355764
1431	youarefrench_	353726
1432	alkrie	353075
1433	WhyTho_1	352911
1434	Agent108	352155
1435	swag_bro2004	351489
1436	Jackywho	351205
1437	zMarciano	350579
1438	Rasaq	350067
1439	Schlitzman	349520
1440	smarticuno	349144
1441	Glumb0	345317
1442	Bonzaidalek	345185
1443	o0z	345169
1444	Adlair	344274
1445	Mattasda	343685
1446	DirtyBoar	343237
1447	_Minnty_	341474
1448	Dnulgreb	341249
1449	kubinek69	340613
1450	UbeCheesePie	340466
1451	Dennid	340400
1452	Commander_Ange	340206
1453	RIDDLYRIGHT	338415
1454	Renchi19	338321
1455	__hinterland__	338060
1456	jjettii	336796
1457	TheRoboSock	336769
1458	xambsam	335350
1459	FroggoTheDoggo	334980
1460	Icyyyyy	334884
1461	buss081	334525
1462	TitanCrafting	334112
1463	JollyDroopy52	333651
1464	Ripzch	331381
1465	eSpawNa	330949
1466	Jjackoe	330539
1467	Posseth	330313
1468	IceYoung	329259
1469	floodjon	328780
1470	Meme25327	328673
1471	teakings	328607
1472	Butternutsquatch	327786
1473	luvphan	327198
1474	Professor_x8	326851
1475	Ironmine12	326464
1476	KASAN420	326396
1477	arvous	325841
1478	YinToYin	325184
1479	mrnosetackle	323286
1480	John_Acacia	323265
1481	Zcolt69	323006
1482	TheGameArchitect	322867
1483	88Hazza88	319649
1484	TeenMomTom	319235
1485	squillz105	318844
1486	Alfred603	318332
1487	RoseLilyTV	318278
1488	Klerick	318002
1489	Os_qq	317400
1490	Minimize501	317386
1491	FuxS0cy	316159
1492	SirMinza	315022
1493	zcrk	314617
1494	Mr_Gulle	314499
1495	funnyblitz123	312312
1496	Leeeegend	310465
1497	Atroxes	310339
1498	Detrov	310199
1499	y0shik	310168
1500	TowenPL	309946
1501	SugarMyNuggets	309456
1502	Boboczus	308785
1503	MentheMan09	307820
1504	_havick	306986
1505	SomeWanderer	306794
1506	lordofthelight95	306647
1507	ryan521	306463
1508	blimpeey	306308
1509	minersam1	306262
1510	R1CHY2K	305399
1511	Vegvisir	305163
1512	KillerNekoRain	305153
1513	Dokkkaebi	304759
1514	aruzs	304352
1515	d4mndaniel2	304122
1516	uhm__okay	303836
1517	SourPapaSmurf	303374
1518	bluemage31	303284
1519	IronicUwU1	303085
1520	urbeans	303041
1521	Lord_Lollo	301764
1522	RocketRidge	301510
1523	CaptainSteve345	301215
1524	Kondzik2008	300945
1525	Dirtamaster	300780
1526	bbrothers_5	300624
1527	TheHarryMeister	300327
1528	TheRealHi	299650
1529	Vensterbankje	298912
1530	jimbo61101jr	297451
1531	jjsadler	297357
1532	Mr_Worthless	296834
1533	CryoInferno_	296390
1534	MeowMeowMcmuffin	296279
1535	Bruh77	295852
1536	Misty_Breeze	295313
1537	H_O_M_H	294264
1538	speenduhXD	293986
1539	SunsetwolfGG	292805
1540	Timfinity4	291619
1541	actuallysadie	291476
1542	ToxicHauntling	291010
1543	not_a_duck_23	288646
1544	VTD	288622
1545	Flegneh	288209
1546	Rorrofighter	287822
1547	Waffleman258	287721
1548	Thomez_	287486
1549	boysnort	286574
1550	JuuustYeet	285976
1551	_AceOfSpace_	285626
1552	ketaminmann	284750
1553	Papudron	284681
1554	Eman__1	284172
1555	the_cocos	284133
1556	UltimuShadow	283803
1557	Snow_Blizzard	283624
1558	happy_mileo	282375
1559	Pearlplatinum	281646
1560	Shazzyling	281403
1561	LibertyMutual	278858
1562	LovelyDane	278363
1563	_Panyu_	278064
1564	Delta_Balaur	277268
1565	SlothInASuit	276867
1566	juuustpeachy	276467
1567	Under1	276446
1568	AstroLightz_	276347
1569	Sh4bby	276165
1570	MrMattyPatt	275832
1571	Siguy__	275530
1572	bean__salad	275265
1573	ChillenChiggen	273886
1574	wirelesstree	273506
1575	Shadoko_	272659
1576	dragonsleger	272474
1577	SKYPEX_	272360
1578	Dooinfe	271593
1579	iGotUrHost	271330
1580	Slinkyy7071	270118
1581	_Wannabe_	270090
1582	Minc_	268623
1583	comjosh64	268210
1584	Superdays	267902
1585	jpoxman	267818
1586	Vryistal	267582
1587	LokisCharredFace	267261
1588	Tergandius	266001
1589	msJabberwock	265768
1590	BlueishDEV	265192
1591	Argraol	264987
1592	ConJaBz	264420
1593	Saltymart	264187
1594	PoofHairGuy	263666
1595	Arsinic7	262668
1596	sarahlynn00	261531
1597	Skyler_Diablo	261268
1598	00000000-0000-0000-0009-01fe74dc06f0	261037
1599	Jellybean1312	260859
1600	DukBob	260829
1601	QueenCamilla	260765
1602	JMaxBlaster	259961
1603	cubecutter124	259758
1604	Ninzyyy	259533
1605	GhostRecon8014	259368
1606	dnlksl	258949
1607	AmbroseForLife	258492
1608	SBean737	257842
1609	Digcove	257662
1610	WeebleSock	257635
1611	Yoaty	257210
1612	Ch4osDoom64	256324
1613	zqw10k	255919
1614	wilgot_	255694
1615	Mister3z	255341
1616	Caystelly	254666
1617	Shadow4381	254160
1618	ScarmedLeft	253916
1619	Quinasin	253415
1620	Sepulcro	253265
1621	Itz_DuongVN	252141
1622	verynothing	251049
1623	adeptius	250897
1624	Dragonlfw	249839
1625	Moyd_	249580
1626	WhosJPG	248677
1627	_p1ta_	247435
1628	ssniffles	247132
1629	IDealess_At_This	246895
1630	YourPersonalChef	246735
1631	trashmammals	245988
1632	Poppycop	245403
1633	Solfahrin	245180
1634	Irko	244831
1635	D3m0nik	244776
1636	gloryoftherain	244118
1637	mick407	243881
1638	Rocketlaunchers	243690
1639	SailiXX	242497
1640	Kukkelikuk	242386
1641	Trioxide	242184
1642	DrBalloon	241841
1643	IKeepDying	241124
1644	Hyperphoenix42	240709
1645	LukeBBM12	240630
1646	MEMES4_LIFE	240593
1647	SirUnderpants	240389
1648	pr33tu	240296
1649	reaperface123	239418
1650	FemboyFwuit	239185
1651	Barjas	239132
1652	jewishnoselong	238517
1653	angelinaur	238319
1654	domon41c_2	238225
1655	Silenttieg	238197
1656	AgressiveEggdog	237845
1657	FalconOW	237438
1658	Juk3b0x	237412
1659	SquidZooka2	236315
1660	Ithaca19	236308
1661	NoraTheYandere	234663
1662	Ir0npack	234598
1663	kairosIV	233920
1664	Ryn777	233655
1665	skote77	233572
1666	TahkoLive	231784
1667	HazenBlazin	231558
1668	2r_	231208
1669	SkirmishMUDKIP	231178
1670	AJbeast01	229438
1671	xExpresso	228777
1672	EtherealSilveon	228672
1673	ceAndyX	228589
1674	calajimi	228186
1675	BreadCatFan5400	227554
1676	_Hayt	227192
1677	SullivanNephew	226808
1678	DBoydart303	226585
1679	BlighterSupreme	225915
1680	freya__b	225657
1681	LunarRedPanda	224604
1682	Andzic	224516
1683	Shychelsoo	223620
1684	Jagyeol	222665
1685	NotSoJamie	221899
1686	Corran_Dahgus	221673
1687	xofe	221083
1688	St4nLe7	221065
1689	AikoShayz	220742
1690	mexicancharlie	220645
1691	DangusCnt	220097
1692	toos1esl1de	219988
1693	Dogbound	219166
1694	pi_E_	218297
1695	zeki123	217577
1696	MiningPie	217426
1697	Natofthese	217078
1698	JimmyTISC	216919
1699	pablopickle	216823
1700	Schokoreo	216575
1701	JureJurko	216033
1702	UnThinkable2110	216009
1703	tyraxxx	215848
1704	MADDMASTA	215183
1705	szczeepaan	214554
1706	SqltedWolfie	214285
1707	sigmabich	214249
1708	KowcioJr	214226
1709	moonman169	213847
1710	Nekowu	213081
1711	APS_Dan	212822
1712	TheMiddayMoon	212579
1713	JMK208	211815
1714	Runic_Owl	211535
1715	ptweezy	211162
1716	BleachMyEyes	210813
1717	Ladder_Jockey	210400
1718	diminub	210133
1719	Zen_Rain	210086
1720	Afrosleeper	209828
1721	Sna_Ke	209395
1722	Misato_0	208365
1723	Kennyissleepy	206988
1724	snizv1	206795
1725	xfemboyx	206246
1726	MC_Gamer_Geek	205726
1727	Rexorout	205680
1728	Ma_name_alex	205559
1729	ThePurpleFire	205491
1730	dacooksta	205315
1731	Octatrack	205043
1732	thebest_daniela	204898
1733	richerbat	203870
1734	Blackerstons	203653
1735	Boogaloo242	203167
1736	jake314810	202760
1737	Master_Kol	201802
1738	TerraVl	201440
1739	DiamondShaff	201267
1740	hagridfedpik	201035
1741	KiRemon77	200885
1742	Nab3rius	200545
1743	moderncraft	200443
1744	aubergined	199514
1745	00000000-0000-0000-0009-01f1577a2913	199438
1746	Ximid	199377
1747	Scags	199116
1748	FjordVPN	198931
1749	mads388a	198593
1750	Fractured_	197976
1751	TheBlackDeth	197012
1752	Yaniv2007	196983
1753	GigaSl	196950
1754	91stCataclysm	196909
1755	Blenderyoda	196583
1756	AverageGorg	196522
1757	Swiffin	195569
1758	JakobDylanC	195351
1759	JonnyBeesh	195290
1760	knzil	195118
1761	Azorathum	195060
1762	Havazelet	194859
1763	No_Bena	194574
1764	olmul	194472
1765	k1ngGilgamesh	194413
1766	Eon_57	194189
1767	ArdaAslan02	194173
1768	Suraidu	193931
1769	popcanter	193894
1770	reiwai	193850
1771	LoganDigs	192758
1772	BRICS	192735
1773	DreadVegas2k	192038
1774	Synnlux	191720
1775	Otarichi	191490
1776	Goat_Man512	191322
1777	LoFPS	191268
1778	AirWalker33	190444
1779	BioKing99	190340
1780	owlcrush	190065
1781	EvenMina	189111
1782	Bl1tzFX	188843
1783	unren	188281
1784	TragicHero27	187911
1785	CTH_98	187028
1786	fkndweeb	186683
1787	milkedit	186262
1788	blockgamer_69	185975
1789	Hameous	185046
1790	Phoenix_Diacou	185040
1791	MariamHatesYou	185029
1792	Princesse_Louise	184704
1793	will2690	184471
1794	GreedyFern8581	184334
1795	curterr	184177
1796	TuesdayEpisode	183513
1797	Tesseracted1	182939
1798	Ggino0	182629
1799	Beenymph	182343
1800	boolingod	182206
1801	OutcryOfEnkidu	182104
1802	MedSeaArch	181809
1803	Mercadies	181799
1804	Scattman_	181354
1805	StarPlanetMoon	180656
1806	MethylRadical	180553
1807	isak_oskar	179457
1808	Panoe	179421
1809	baboonlord400	179081
1810	Ganjier	178590
1811	FearMyPetBeaver	177806
1812	Bad_At_Names_Guy	177799
1813	Not_Insom	177438
1814	Devintronix	177333
1815	SIRdrumroll	176842
1816	Antek_Kicek	176747
1817	MrMonster61	176589
1818	MadBroMad	176435
1819	MLG_Kirby69	175952
1820	sadvavilloso	175934
1821	LiquidFenrir	175380
1822	Mouse74	175278
1823	Tina_x	174857
1824	willowcherrytree	174695
1825	Cyber_Stealth05	174321
1826	Umbreon900	174111
1827	Yellowpowr	173733
1828	kaziroki	173650
1829	SonicRainBow_	173618
1830	RealBuddy	173559
1831	Living_Storms	173472
1832	MaGro2010	173111
1833	Coolblubird	172704
1834	Northernrabbit	172415
1835	Bak3dPotater	172350
1836	cum_chalice	172197
1837	Momomia1997	171768
1838	Veillax135	171612
1839	marguang	171282
1840	CUDI_SAVES	171215
1841	l_ducky_l	170955
1842	Hysna	170878
1843	Raxmalor	170580
1844	Akuzmi	170498
1845	WingedTortoise	170319
1846	seba070c	169822
1847	Leonidas2k17	169075
1848	Zipdrip	169070
1849	Ramndo	169031
1850	thedhub	169017
1851	jessemgaming	168986
1852	hzs91	168722
1853	SamTheDwagon	168648
1854	Eerini	168608
1855	Seiko39	168066
1856	skonos	167993
1857	Arcticwyn	167707
1858	jumpyPog	167607
1858	Cylni	167607
1860	Flucxks	167502
1861	00000000-0000-0000-0009-01f80c5e9346	167397
1862	PhoenixAlpha	166897
1863	Kuragari_	166864
1864	59a59bf5-3603-4415-b66f-3096d4958b34	166630
1865	Chihuahua_Fan	166155
1866	Tombo2004	166088
1867	Phroni	166003
1868	Michaelelelelele	165507
1869	MinePowerz	165400
1870	VillagerHuh	165392
1871	ergoalias	165353
1872	DocZelenka	164954
1873	Will_Bee	164878
1874	Big_Bad_Will	164668
1875	Arlosaurus	163888
1876	marul1002	163691
1876	jinklenuttz	163691
1878	Dipjol	163404
1879	LeadenKey	163204
1880	Torza	163057
1881	ilynyan	162924
1882	Schwerz	162888
1883	SUSUGAM	162468
1884	nopekk	162111
1885	monomara	161945
1886	BruhBag	161479
1887	BenPenguin	161456
1888	dragonwarrior206	161438
1889	MeanTugger	160948
1890	sejekasper1	160567
1891	StormPool	160172
1892	killerzant	159960
1893	Ooosa	159024
1894	Photosynthesis_s	158978
1895	Goat_Curdle	158250
1896	skelecorebot	157951
1897	NomRay	157763
1898	Captain_Hardtak	157498
1899	LuceImaginary	157013
1900	Devouching	156823
1901	HazyDrummer	156641
1902	Glowhetic	156578
1903	jojo1515151	156517
1904	Useless_Relic	156239
1905	TwinkBreeder	156185
1906	cyuar	155648
1907	therobo300	155381
1908	OliwierPOGU	155352
1909	_bruhhhhh	155130
1910	JackyKwacky	154625
1911	Keith_Stark	154413
1912	moaka8	154263
1913	CynicalRuntime	153722
1914	Kars_Requiem	153237
1915	Sorins	153227
1916	plato2066	152892
1917	Celestikka	152628
1918	Wanjibon	152397
1919	AustinAuranymph	152300
1920	WearBlackAllDay	152276
1921	DefiantDragon	152206
1922	CEOofSHINS	152187
1923	goalie9	152118
1924	SirMeowsMucho	151983
1925	fastPREDATOR	151545
1926	VG_RDF	151526
1927	Ascl3p1us	151294
1928	Herobrine	151121
1929	NoobyandApple	150211
1930	Betaz	150020
1931	CassiusDio	149914
1932	_beep_boop	149044
1933	Nucket	148660
1934	Loooooc	148623
1935	secondstepsis	148561
1936	CityPotato	148357
1937	Stevica_DMD	148292
1938	Canrian	147972
1939	LordLukas04	147733
1940	linxthesontaran	147476
1941	Misterkill700	147434
1942	Qorbyn	147144
1943	OtherAnimus	147031
1944	Hoshi	146962
1945	Sero277	146960
1946	CARLDAWHEEZA	146866
1947	irregularshed	146728
1948	prelutrinae	146646
1949	shiiaopao	146559
1950	aidanwest	146407
1951	Sorry_Arey	145804
1952	Austine6698	145047
1953	Slovitypagus	144775
1954	WigglyMustard	144724
1955	lilguppy	144636
1956	NoxXIV	144570
1957	MangoTango82	143785
1958	magmaniacmc	143342
1959	switchNat	143083
1960	Promsiel	143008
1961	Bismarck_KMS	142771
1962	Fergusoncurly	142244
1963	KasterNM	141617
1964	Bawbman	141583
1965	ofek_bahaloul	141027
1966	dimitri0s	140329
1967	JustMaleen	140176
1968	ninjacat027	140131
1969	rii1efnaki	140003
1970	knoodrake	139960
1971	Zavac_	139470
1972	grillie3	139284
1973	TheBaconKing44	139222
1974	arbitraryAxiom	138610
1975	Ripleey	138363
1976	TheEnusa	138212
1977	NameIsSeven	138163
1978	shockdocta	137966
1979	Faart	137715
1980	Ebsen05	137711
1981	eddiehobbit	137665
1982	faqpilot	137502
1983	SilentKarma	137470
1984	Ananas55	137463
1985	StitchCrashes	137031
1986	JoCoLi	136917
1987	planc_	136593
1988	Cteam	136445
1989	Cormelia	136284
1990	moertymoertan	136001
1991	Tilt_Wilty	135993
1992	TemoraScorpendra	135771
1993	Awesomely_SYD	135531
1994	Conrad139	135419
1995	PlasmaElk	135318
1996	00000000-0000-0000-0009-01f073f37a91	134926
1997	bothan13	134577
1998	MrButterscotch	134447
1999	strifeforlyfe	134390
2000	hauspool	134164
2001	Crows_Dome	133883
2002	Lisa_Katrina_17	133532
2003	jerrypeter472	133182
2004	TheJetNinja	132659
2005	Fi11e	132359
2006	lil_sandmire	132162
2007	Jahbouris	132046
2008	stopfive	131226
2009	jochem2134	131080
2010	CantinaTaco	130979
2011	bulitproof	130562
2012	SprinklerMan	130429
2013	marsnixbee	130369
2014	rpyoungg	130263
2015	Mitchasnipe	130011
2016	pokemonfreak45	129515
2017	omariacts	129508
2018	fReE_bAtWiNg	129448
2019	ausrctten	129274
2020	capn__crunch	129172
2021	Asteri05	128902
2022	robocrypto	128817
2023	_Buffo	128529
2024	moist_jellyfish	128190
2025	cryptonym	128177
2026	Nope______	127909
2027	stephunade	127662
2028	DittoProbably	127577
2029	dj1121	127503
2030	luvcheesecake	127389
2031	LoganDSA	127329
2032	hayybails	127281
2033	00000000-0000-0000-0009-01fec705f83f	127113
2034	Jah_Den	127000
2035	maaacaroni	126737
2036	wrgates99	126622
2037	ReadyTwoRekt	126563
2038	bur1su	126379
2039	Lowjinx	126157
2040	clownsalad	125918
2041	l1dkv	125761
2042	ETILEROP	125627
2043	RasseThePanda	125612
2044	sheherhers	125502
2045	OrangeJuiceBox	125499
2046	PlanetarSun	125402
2047	Oldham	125013
2048	Lori_Jenkinss	124931
2049	DataHawk2	124787
2050	duelcard	124576
2051	g0rr1lla	124379
2052	bballjake10	123783
2053	Vladotz	123588
2054	DominusBeryl	123540
2055	dvlle	123458
2056	bra1nbrain	123376
2057	natalii_i	123321
2058	MrAdamant209	123137
2059	H_Biscuit	123089
2060	RareDankMemeFrog	122952
2061	IamLettuce13	122556
2062	AshleySpiritHawk	122532
2063	Keeogwi	122365
2064	fuyyuu_oke	122213
2065	cwin95	122007
2066	Gary120	121891
2067	Azazel_Echo	121795
2068	Tenns	121713
2069	DoinksInAmish420	121667
2070	Nicole_Plus	121493
2071	ellygaytor	121442
2072	00000000-0000-0000-0009-01f9cc38678e	121401
2073	Kochnuudel	121315
2074	virtual_acid	121280
2075	KSI	121135
2076	Albertalo	121127
2077	Moham	120911
2078	dagudagu4	120784
2079	musique99	120624
2080	Toowny	120517
2081	MastaZink	119569
2082	FlagsAreBad	118803
2083	Groyperbuscus	118802
2084	AnArtisticDud	118616
2085	_R_y__a_n_	118469
2086	1ochi	118335
2087	_Banjo_1	118279
2088	morningelegance	118276
2089	CedeMC	118227
2090	Sangre88	118024
2091	Mocha_Mug	117962
2092	fweddy	117947
2093	noful	117744
2094	SevenMELIODAS	117117
2095	KeilynCloud	116927
2096	DrichAldrich	116779
2097	extralargenose	116616
2098	WithoutPyr	116505
2099	FrostySlimez	116447
2100	FunkyMoneyx	116437
2101	xsewn	116431
2102	be3ry__	116279
2103	Zombie_Striker	116021
2104	00000000-0000-0000-0009-01f532a65833	115933
2105	Syskill	115831
2106	Ernnous	115789
2107	sideofbbq	115564
2108	LILI_G_F_2007	115441
2109	ProjectKernel	115417
2110	TechnolyzeLuceo	115167
2111	Simplicity9	115102
2112	WatchMojoTop10	115089
