rank	username	minecraft:custom/minecraft:play_one_minute
4229	bigmill18	7351
4230	Armetti	7348
4231	jb0y117	7319
4231	wirelessbread	7319
4233	UNCCashews	7295
4234	Screenbound	7292
4235	MarqelGHG	7266
4236	FoGGer23	7247
4237	24dk	7243
4238	Nictoon	7238
4239	JauncyWaffle99	7213
4240	craxymonke	7199
4241	Isper47	7186
4242	crysdavis100	7178
4243	QuestionWarp	7160
4244	SuperSkrull	7142
4245	00000000-0000-0000-0009-01f1c690cdfa	7138
4246	DAVID_ALL_CAPS	7122
4247	humpycompy	7105
4248	00000000-0000-0000-0009-01f4b8aa9f26	7099
4249	TKBKbros	7098
4250	viziqs	7068
4251	Absova	7051
4252	Dazure	7039
4253	LazyJones	7034
4254	BigPapiChulo	7029
4255	fatbum10	7025
4256	Spiraph	7015
4257	NiceDuwang	7002
4258	dylcito	6999
4259	lunosnyper	6978
4260	EliWBH	6972
4261	rischbieth	6948
4262	Nyctrimly	6922
4263	Skythc1	6916
4264	TaelF	6909
4265	Not_Ozy	6897
4266	Miqz1234	6889
4267	PlebTier	6869
4268	Kimmureil	6868
4269	poolarbear	6852
4270	ArsonistWitt	6845
4271	Alpitrix	6840
4272	amirt01	6836
4273	UberNate	6829
4274	LimeBike7	6816
4275	ItsKayBtw	6782
4276	AmberLCK	6781
4277	BouperSnuukler	6776
4278	ayyOrca	6771
4279	Ramonms98	6758
4280	MrDinosaur666	6755
4281	KingShinji	6748
4282	GalactiusX4	6736
4283	Theone1135	6730
4284	evanghostedsimp	6711
4285	Axemurdermike	6703
4286	ethanrider	6693
4287	xDebaser	6687
4288	YourBoyRichy	6679
4289	Josherk6	6627
4290	Sw1zzy	6612
4291	zAlphabetz	6579
4292	Kresant	6577
4293	starmacbarbar11	6570
4294	DandyPeteyBoy999	6548
4294	B1gL4dd	6548
4296	HairyPeaches_	6546
4297	PoIIey	6544
4298	Dustortion	6540
4299	Blarfo	6523
4300	IceJesus	6519
4301	tovd	6517
4302	einarnor97	6468
4303	___Moop___	6458
4304	Smokien92	6453
4305	Wheezy269	6443
4306	Moschu777	6435
4307	_Budge	6434
4308	treetrees	6432
4309	squidfeather	6419
4310	StefChe	6403
4311	Dylane0	6393
4312	CaffeinePwrd	6384
4313	Emereldmaster333	6380
4314	_Czerik_	6359
4315	Vaporizze	6342
4316	Unchallenged_	6333
4317	00000000-0000-0000-0009-01f3d85f3acf	6328
4318	Endoreon	6327
4319	Bloxmanblox	6322
4320	seallucky	6318
4321	_Nimosh	6314
4322	crustyones	6307
4323	YungFeminist	6299
4324	CHTHOM	6296
4325	jenna2224	6267
4326	00000000-0000-0000-0009-01f9d4e27388	6242
4327	slrr	6234
4328	Remiculus	6231
4329	Laphamore	6212
4330	75T	6197
4331	_Clippy	6192
4332	That_Camel	6180
4333	153sean	6179
4334	Frozil12	6175
4335	starBURST_alt	6174
4336	Pepsea	6129
4337	Apex_Lobster	6128
4338	BigManMcCombie	6125
4339	PaigeDown	6120
4340	Peco9	6104
4341	Soosech	6096
4341	Berendvdp	6096
4343	shanmaz92	6083
4343	Retro311	6083
4345	alston_	6062
4346	OutlawRebel9	6060
4347	SullyLogan10	6055
4348	BD18	6052
4349	NotFreer	6043
4350	ThoseDucks	6033
4351	Ferikil	6004
4352	HapaFPS	5995
4353	McFlury456	5977
4354	BanjoLegs	5974
4355	Undermindovich	5968
4356	Bisk14	5924
4357	albopilosus	5914
4358	andrewson811	5899
4359	joey_dev	5893
4360	Argran	5863
4361	alkhemik	5858
4362	Atahyang	5855
4363	00000000-0000-0000-0009-01ff950f3d22	5852
4364	kapono209	5825
4365	Djangomc	5821
4366	Dunger97	5816
4367	Altradir	5814
4368	00000000-0000-0000-0009-01fd2f972963	5802
4369	BenCos18	5790
4370	_Sausages	5789
4371	00000000-0000-0000-0009-01fce9523e0a	5773
4372	xsupergoosemanx	5771
4373	BluesLazy	5758
4374	UnrustledJimmys	5737
4375	KeithMc	5734
4376	yesuns	5710
4377	SWSN	5703
4378	Liam22222	5701
4379	Wintersun	5699
4380	XFLEXDADDY	5698
4381	Crab__Salad	5697
4382	ihomango	5677
4383	Zone_tan	5674
4384	xPiano	5673
4385	DJfabi	5655
4386	Mistaspiffy1	5647
4387	unexpectederr	5630
4388	Rickergaming	5622
4389	DabKeepaBlicky	5614
4390	LUICHA	5612
4391	Croppu_	5599
4392	JumpingRoo	5592
4393	00000000-0000-0000-0009-01faf1bfa8f4	5570
4394	Hylo482y	5566
4395	caddwell	5548
4396	AuBanana	5547
4397	BDogx01	5522
4398	Genghis_khan	5520
4399	le_compadre	5519
4400	Strahill	5499
4401	Myles124	5498
4402	amess337	5495
4403	Subconsciousness	5476
4404	fairhard	5469
4405	Kini97	5467
4406	kksng	5465
4407	cjohnson2232	5462
4408	Rudy_Caron	5455
4409	LugiaGaming	5432
4410	InFerNus4K	5429
4411	SausageMong	5417
4412	Qwertyuiop95	5416
4413	thugshaker1	5414
4414	Citrxy	5399
4415	MickDouglas	5397
4416	PaulStanley	5354
4417	3lla_salvi	5350
4418	SpeedPotion	5334
4419	Ikea_Worker_1	5333
4419	DiiKojs_camera	5333
4421	aphlipo2	5326
4422	cguiton14	5298
4422	Deadiam	5298
4424	trundlingwombat	5295
4425	mikolvj	5290
4426	Ender_of_Steel	5269
4427	Novele	5260
4428	speedboy9	5235
4429	Xcissors	5234
4430	LeonSyndrome	5221
4431	Cyan_blue	5203
4432	BlitzIR	5198
4433	KedithJW1996	5189
4434	Coach_Barkley	5181
4435	89ba6fff-e227-4a6c-9653-234fdc08328f	5180
4436	oreoMilkshake_	5170
4437	Horriblebadwolf	5161
4438	Searing37	5156
4439	Bn_bytes	5151
4440	moxim	5147
4441	Yoda4211	5144
4441	66a9a9e5-2bb0-3221-a4f1-36fc133f34ab	5144
4443	surfbeetle	5143
4444	xKodor	5126
4445	CedeCooper2010	5115
4446	Spankygrundle	5113
4447	Ice79	5107
4447	__Ohm__	5107
4449	anc69	5092
4450	JoshuaTheScoop	5081
4451	Austindor	5068
4452	IAmUndead	5062
4453	Payatot	5051
4454	SeagullRedRover	5050
4454	The_Arma	5050
4456	ImWhiteJesus	5046
4457	VicDF	5045
4458	dogfishi	5044
4459	zZzAwake	5025
4460	NunWithAGun	5023
4461	yfzbansshee	5004
4462	zobeytheoctopus	4993
4463	EvoCA	4981
4464	BannerZzZ	4980
4465	Slaz2z	4976
4466	Jozilla_Stone	4965
4467	akashy_PB	4947
4468	NotSoGiddy	4919
4469	alokeracso	4914
4470	AtomicChicken7	4904
4471	Rx5	4891
4472	Zaglune	4886
4473	Dark_Skull13	4875
4474	bonzaai	4874
4475	MuchKestrel	4868
4476	Rosepetalwitch	4855
4477	VERifiedidiot	4839
4478	ilovevexsfm	4827
4479	PointlessPoteyto	4794
4480	ChronoBrawler	4755
4481	ThatOneDoood	4748
4482	TheOriginalBigO	4726
4483	Pandora7	4718
4484	_Pins_	4710
4485	t_leadahr	4704
4486	WildyGhost	4685
4486	muffinimplosion	4685
4488	ESO_XVTH	4684
4489	GukkiMain	4675
4490	Columey	4672
4491	AWildJoshski	4660
4492	cole3050	4659
4493	Jayy_Kush420	4632
4494	MiniMuffinn123	4630
4495	drako456	4629
4496	YEEJY	4628
4497	Panyel	4627
4498	Maatricht	4616
4499	HOLYSPAGETI	4589
4500	soccerdude929	4577
4501	Yukiz_	4566
4502	100z	4562
4503	TripleA26	4561
4503	nicktx73	4561
4505	Eskittles42	4556
4506	Goofyalmond	4552
4507	vladislav	4535
4508	JaacobLG	4528
4509	Goncoso	4508
4510	Lil_Lumi	4494
4511	MrUnderhilI	4492
4512	r0utedragon	4479
4513	champagnepatti	4469
4514	Wonie_	4466
4515	Dakota2145	4465
4516	jhnhl	4460
4517	NxtFoke	4453
4518	Muddy_Buddy	4433
4519	potato_phone	4423
4520	PokeCedGo	4408
4521	eduz	4395
4522	WayBayby	4386
4522	8p9zh9o0	4386
4524	andres_rawr	4377
4525	MajorTreaty	4376
4526	Emils_katt	4369
4527	MerryTangerine	4365
4528	Chaosfire7	4356
4529	heko_rin	4351
4529	Absolbr	4351
4531	FacePwnd	4337
4532	smittyextreme	4332
4533	Agarikus	4296
4534	_Nikhedonia	4291
4535	Geduard	4281
4536	Android___	4280
4537	pikaillott	4271
4538	Polar6767	4263
4539	AmericanUK	4255
4539	KTMaggs	4255
4541	OrangeSyrek	4242
4542	TroZDoz_	4241
4543	okaycham	4229
4544	Jozoid	4183
4545	danieljo12	4169
4546	_Danze_	4165
4547	bestcharlie7	4140
4548	AngryRabbi	4129
4549	Crazyhouse262	4124
4550	tablebryce	4123
4551	angelxxsol	4119
4552	Gallatica	4103
4553	GtlsGamr	4093
4554	JParsloww	4084
4555	JayCanPlayGames	4079
4556	hetiseenoverval	4074
4557	Faithhfully	4072
4558	Rascadux	4071
4559	Airivol	4070
4560	Lucheti	4069
4561	atz513v2	4066
4562	MortimerGaming	4061
4562	Yummydonuts56	4061
4564	Quee_N	4053
4565	ComradeSquirrel	4013
4566	ghostbai	3984
4567	MoodMan7129	3975
4568	ProMi_	3971
4569	MaxM0517	3970
4570	FlyingFox32	3947
4571	MrJBJones	3942
4572	Zertock	3932
4573	Donutello	3894
4574	Arctic_Raccoo	3891
4575	Smokydv	3879
4576	excellentJY	3871
4577	Choney_Mac	3853
4578	notriri	3842
4578	Nato_Hendo	3842
4580	visquit	3838
4581	Uskneb	3821
4582	Gordon3301	3812
4583	FlyingWeasel	3810
4584	Shadow_Army12	3808
4585	SaturnnnX	3802
4586	Cactusini	3774
4587	beta20	3770
4588	Donatello7	3768
4589	doudoume	3763
4589	Tanstar	3763
4591	NerdCiti	3761
4592	RideCrash	3718
4593	NikolaiPagidovic	3697
4594	minekou	3696
4595	Appricots	3690
4596	MCList	3684
4597	Arnlaugur	3681
4598	tethax	3673
4599	Funtimes456	3663
4600	Dong_____	3661
4601	Mljek	3656
4602	dante_francesco	3633
4603	Statinis	3621
4604	Sneaxos	3619
4605	Bleyblah	3617
4606	_fruitcake	3615
4607	Aleksis4553	3596
4608	_Term	3594
4609	RaZer17	3584
4610	Ryanincredible	3577
4610	Cyteq	3577
4612	qaradox	3558
4613	654wak654	3537
4614	GoodPupper76	3535
4614	907winter	3535
4616	Telerobocop	3530
4617	Jayme2003	3526
4618	Brentabc	3510
4619	WhiteHeron	3505
4620	robdog777	3503
4621	laolitongxue122	3501
4622	benenomoreno	3495
4623	Gaaark	3494
4624	imapotato12	3486
4625	Sorah	3483
4626	sk8sta	3465
4627	Namiro91	3460
4628	callmeryeguy	3459
4629	Guestify	3449
4630	5ugoi	3441
4631	JaqenHghar	3432
4632	lorywithay	3427
4633	rocklobster2012	3403
4634	ErynLexa	3397
4635	Sonjeba	3391
4636	Nimrod_Bogard	3386
4637	4cqker	3380
4638	qDas	3374
4639	puggerly	3372
4640	TheKingMatrix	3346
4641	Echo_the_Bat	3344
4642	vietsmith	3341
4643	Light_Shade	3337
4644	_tomesan_	3332
4645	dobbloshooter12	3328
4646	Cyberboreec	3321
4647	C5Y	3316
4648	WiseMasterr	3296
4649	Henooki	3281
4650	capodetelao	3279
4651	dotterel2	3271
4652	LivDoesDevStuf	3267
4653	TheZizamie	3260
4654	rage_on_twitch	3257
4654	CaffenatedS	3257
4656	Enderbr000	3235
4657	ilinfinityil	3226
4658	Milpopsina	3223
4659	Jcoltrane2	3211
4660	StarkAmberwell	3201
4661	Swisstopher	3197
4662	Wumbalogyy	3191
4663	Hypermoron	3144
4664	M00nFir3	3141
4665	Senuna	3138
4666	_Kadian_	3134
4667	TheGreatDayton	3133
4668	Gnic	3123
4669	ben_wuz_heer	3099
4670	UnsounderFiddle	3059
4671	eve	3045
4671	Carlos_6v	3045
4673	abelisnothing	3037
4674	CuberNet	3035
4675	JimmyDM	3018
4676	twoozies	3016
4677	s_salcedo	3011
4678	DennisComeau	2997
4679	Nebby2274	2994
4680	MisterSally	2970
4681	Horikiri	2959
4682	ShanesyPwns	2951
4683	Tqk	2947
4684	beastington231	2937
4685	Bumboozled123	2936
4686	robertelch	2935
4687	VayneSoulKnight	2930
4688	dozerlol	2919
4689	trampolinegirl71	2918
4690	p4ddington	2910
4691	fatbao	2902
4692	SlaxxiDK	2896
4692	noisedoom	2896
4694	Rodannn	2894
4695	NobleChimp911	2890
4696	Teemordi	2889
4697	Wxc_XB	2887
4698	EvenBlob	2883
4699	Byropyte	2876
4700	connorbigpeen	2873
4701	Jeysunn	2872
4701	M4dRuss1an	2872
4701	guncxa	2872
4704	LilReilly_	2862
4705	Jaehex	2861
4706	Omneity_	2850
4706	maddd1177	2850
4708	boros21	2810
4709	Naleacs	2809
4710	GoCho_	2808
4711	Crazykiller900	2800
4712	DarioCru	2796
4713	Honor555	2792
4714	DyDyRo	2791
4715	urbigbutt	2790
4716	ubilliam	2787
4717	__CaptainDaddy__	2780
4718	Spinbox101	2767
4719	MartinShoob	2761
4720	MassiveZach	2754
4720	Kredriver	2754
4722	Qennny	2748
4723	neinsuwu	2735
4724	Noahs_Alt	2730
4725	FortniteKid2022	2721
4726	Sacriprey	2719
4727	fluxt_	2714
4728	UnusualTryhard	2712
4728	Eva1337	2712
4730	kill23445	2707
4730	Django3000	2707
4732	FuzzyTrick	2698
4733	SilentSebast	2693
4734	mullamatic	2690
4735	MaxyHappy	2685
4736	SergeantPaul	2682
4737	jesluck	2678
4738	mcfaultyy	2676
4739	GreyMatters	2673
4740	Shogun0609	2660
4741	Boris_Korotkiy	2658
4742	redbeari	2648
4743	crayon_0	2644
4744	KingOfTheMomos	2634
4745	iTz_Ixxy	2632
4746	elva88	2627
4747	c_64	2616
4748	Baxepoche	2609
4749	hshtgHASHBROWNZ	2602
4750	microsoftt	2589
4751	unhuggity	2586
4752	Doddskii	2572
4753	Surf	2570
4754	00000000-0000-0000-0009-01f88814ece7	2569
4755	TheBoss1027	2567
4756	Rio_RD422	2559
4757	00000000-0000-0000-0009-01f295d551fd	2558
4758	blue_lad	2541
4759	Pedloc	2536
4760	rileyrocks29	2522
4760	lithi1	2522
4762	Sirduggzy	2520
4762	Elephant_Parade	2520
4764	Squid_eXorcist	2502
4765	72dcc9b7-25dd-46eb-939a-3503757017c4	2501
4766	Kodiak06	2498
4767	GravelTravel	2492
4768	BigVinceMC	2469
4769	Theogilli	2461
4770	Domdude54	2460
4771	GrandMasterBoo	2449
4772	jeff_k93	2447
4773	ItzJacke	2434
4774	RareDude	2432
4775	ZZzzzxxzzzZZ	2425
4776	SneakStrike	2415
4777	zS0bye	2407
4778	Simppai	2395
4779	Ogge0303	2381
4780	ClipzMuffinz	2375
4780	BenElias25	2375
4782	SuperCoop2113	2374
4783	CaptainPlebian	2372
4784	SirDoctorAllonsy	2363
4785	Psykomatic	2361
4785	GoldfishWilly	2361
4787	Excellent_danila	2352
4788	Hotboi45	2349
4789	tatums1184	2346
4790	00000000-0000-0000-0009-01f0fee393f2	2345
4791	00000000-0000-0000-0009-01f5d205e3e6	2319
4792	SteveRothschild	2316
4793	CaiusMarius	2314
4794	Dot666	2313
4795	dtosic	2305
4796	TizzleFizzle_	2302
4797	0rigamiDragon	2298
4798	Ioritzlope111	2297
4799	dawnlor	2293
4800	yorgisomregy	2292
4801	IanTeig1982	2285
4802	DuendeRompeCulos	2282
4803	YNCJ	2279
4804	weil613	2273
4805	Lumalina	2271
4806	DvlPup	2262
4806	LivingDeadArtist	2262
4808	iMiszel	2237
4809	ShadowMNM	2234
4810	zjayato	2219
4811	MonkeyNutMC	2217
4812	M1nna	2215
4813	LittleSunflower	2208
4814	popcatbop	2186
4815	Sitdoown	2182
4816	jaiLIVE	2174
4817	MBBQ	2167
4818	mythicalz	2164
4819	ZK69	2155
4820	CDGWaffle	2147
4821	BarrettPrivateer	2144
4822	wingsformarie	2140
4823	Pikachu2204	2139
4824	RotiDeBoeuf	2129
4825	TiltedMuffin	2126
4826	CageyPond	2122
4827	PVPpro1111	2108
4828	Diversity_MG	2106
4829	tottl	2103
4830	BenUsher	2089
4831	mothers_milkers	2081
4832	ojosdegata	2076
4833	Stellatsu	2075
4834	stinky_wolfhound	2066
4835	MysteriousQi	2058
4836	threaty	2056
4837	AllieCat1909	2033
4838	nhmx	2020
4839	Khromaaa	2019
4840	Columbo34	2012
4841	OfficialDrewie	2011
4842	Halfacharizard	2009
4843	Monday__	2003
4844	Mr_Marthi	2002
4845	MagicCam03	2001
4846	PokemonFireRed	2000
4847	iiEco	1993
4848	omidd	1981
4849	Rolandminer	1973
4850	erso	1971
4851	Sebastiaaaaaaan	1964
4852	Han75	1961
4853	badger7413	1959
4854	Ashish9891	1958
4855	victormsmith	1953
4856	TheHazzord	1942
4857	BigFoofz	1933
4858	hr0x0	1931
4859	kingjacod	1918
4860	Scienc	1912
4861	_rwe_	1898
4862	GraduallyMelon	1887
4863	CallOfFlooty	1878
4864	iHopp	1876
4865	fvkk	1862
4866	OREG0N	1859
4866	undefinedDarknes	1859
4868	GhostMechanic	1856
4869	00000000-0000-0000-0009-01f47d2e2ddc	1845
4870	TheNamesJonas	1839
4871	Jze	1836
4871	scooter_bob	1836
4873	KrazedAssassin	1819
4874	leotheslayer69	1816
4875	xomazzi	1811
4876	N_ah	1806
4877	QNINJA45	1805
4878	Prostremo	1802
4878	ItsBlinker	1802
4880	mariexdrei	1799
4881	pyuiut	1797
4882	TripleAThreat	1795
4883	LillAdre	1785
4884	halfheaded	1781
4885	ImGraviti	1775
4886	swattxo	1771
4887	yensiden	1765
4888	beehivez	1759
4889	jacob_ns	1758
4890	Hyfuel	1755
4891	MeepMeepMeepMeep	1753
4892	Sinixis	1743
4892	Shane1x	1743
4894	bapiids	1728
4895	n_o_o_a_t_s	1720
4896	nuk3	1715
4897	nuclearbird	1707
4898	grenadine	1706
4899	BeasttRecon	1699
4900	colonapostrophe	1698
4901	WCCapo17	1695
4902	aphantasia	1694
4903	ttinabeann	1692
4904	kbLxRealm	1690
4904	Boosterseat_	1690
4906	Yatitay_	1684
4907	IT_Dienstleister	1674
4908	Irrifractable_	1663
4909	00000000-0000-0000-0009-01f50a89c67e	1657
4910	arminsbabymomma	1627
4910	BlackGinger77	1627
4912	KingKhmer	1623
4913	Breakfasty	1621
4914	Shootsal0t	1613
4915	Lufem	1606
4915	ztlynch	1606
4917	drunken_Michi	1601
4918	DOOOOOOOOOOOOOG	1598
4919	Bagungi	1594
4920	Unotafinkle	1592
4921	zomsia	1586
4922	Ein_Monky	1576
4923	FatexLess	1574
4924	_Optix_	1570
4925	Juice_Malouse	1566
4926	jfoose	1560
4927	Sammycee	1538
4928	Gryian	1531
4929	phatrob	1528
4930	TYCHEz	1524
4931	MagGyi	1510
4932	prasbas	1509
4932	00000000-0000-0000-0009-01f9e8236301	1509
4934	Whitcatipus	1504
4935	bay0n	1500
4935	HAHALOSAH	1500
4937	_ca1eb_	1497
4938	igor_evanovich	1494
4939	HoldThis_L	1491
4940	00000000-0000-0000-0009-01f5e8801d33	1489
4941	JackSevenGG	1476
4942	RaccOff	1469
4943	scary_lettuce	1461
4943	CocoC7	1461
4945	Miniczesio	1454
4946	xXWaifuKingXx	1438
4947	Tazzed2399	1435
4948	SquishyButt	1433
4948	LunarPierces	1433
4950	Metrofiili97	1432
4951	g14novak	1416
4952	gonmoose	1415
4952	tweefruitguy	1415
4954	Kiddynamo11	1405
4955	CreativeBreah	1395
4955	SeventhSeal	1395
4955	KingMac1	1395
4958	w11shes	1389
4959	Nahchos	1388
4960	Baschlaf	1382
4960	y7	1382
4962	Sneakyturtle78	1367
4962	dc110598	1367
4964	njbvic24	1366
4965	Elimeno	1361
4966	ohya0118	1358
4966	Wallay_1st	1358
4968	EthanAltos	1356
4969	crzmrinoo	1351
4970	0rjuuttaja	1348
4971	Philcumber	1347
4972	CosmonautDoge	1346
4973	certainlee	1340
4974	Lugzila	1337
4974	benjirocks11	1337
4976	BroIDidntAsk	1334
4977	El_Master012	1320
4978	alabidi0509	1316
4979	AmTainted	1315
4979	AlchemistBrad	1315
4981	Masnijt	1299
4981	Siroma1	1299
4983	thefruity	1289
4984	ElvinK	1280
4984	MasterSky_	1280
4986	Betarchitect	1277
4987	Darkhexer	1275
4988	Souit	1274
4989	_RandomVoices_	1271
4990	awesomesonic10	1269
4991	ChrisP96	1268
4992	Xrragon	1252
4993	Deliriouss	1250
4994	im_toadly	1246
4994	D3sp0t	1246
4996	Icyzhe	1240
4997	QueenColor	1230
4998	PileOFilth	1229
4999	blacknight285	1226
5000	McD0ge	1212
5001	Bchoi51	1207
5002	ZabPlayz	1201
5003	Cheesy_Asian	1198
5004	TacticalPlatypus	1197
5005	EwikaGween	1196
5005	ayarei	1196
5007	crcinoGeneticist	1191
5008	Dracogamer259	1188
5009	Afenboss	1182
5010	xxRmPx13xx	1172
5011	Pohls	1164
5011	plznogivevirus	1164
5013	jojodoodle	1147
5014	PDiamand	1143
5015	Chroyo	1136
5016	TuranS	1129
5017	KingPepper96	1128
5017	DjinnPendragon	1128
5019	Raducelu	1126
5020	rancidsushi	1123
5021	Nehq	1114
5022	cohen3811	1111
5023	DonGabagool	1108
5024	BraunEva	1103
5025	Mecarino	1101
5026	0x1D3A	1095
5027	yaylee1993	1090
5028	Banyule	1089
5028	Uchiha_br2000	1089
5030	BreadNimpsoft	1087
5031	MAns44	1081
5032	1Wiot	1074
5033	Fletq	1072
5034	player2653	1065
5035	DuckButtCut	1064
5036	TT_Mizu	1061
5037	Offbrandchips	1054
5038	grimgrusom	1049
5039	Dxvvy	1041
5040	Plebboy	1040
5041	Seven01	1037
5042	52crazydood	1029
5043	pbichler	1025
5044	00000000-0000-0000-0009-01f6a42785f6	1024
5045	Dannej	1021
5046	Saguara	1016
5047	TCRazer	1004
5048	haskh	1003
5049	Fasdf5	1002
5050	DeSAiRePLYX	997
5051	Mxist	993
5052	DeusEx_4	987
5053	BertTheBattyMan	986
5054	Jigglybutt7	985
5055	D3DX9_DLL	977
5056	Tosfoy	974
5057	Nathanjo	971
5058	QQQJ	969
5059	UNDERKUTTHE	968
5060	Galaxy74	966
5061	depressykessy	964
5062	TNarg1	952
5063	ygnabgwyatim	951
5064	ml3m	940
5065	00000000-0000-0000-0009-000008698eb8	935
5066	mammamiastan	932
5067	oGins	928
5068	wwolfie	926
5069	slayxen	918
5070	chantelparsons	913
5071	benirv	904
5072	ReedOnly	902
5073	GabeCraft	899
5073	KoolDude505	899
5075	Slbls	893
5076	iggerhatr	884
5077	xoTommy	880
5078	zieryx	879
5079	MattyJRaps	869
5080	verybigbread	868
5081	rx121	862
5082	DedRottn	860
5083	m1lftaker	859
5083	toelongs	859
5085	Juski101	856
5086	GRD24	854
5087	Wt0	841
5088	zFun	836
5089	Buckus69	835
5090	BreezyON	815
5091	kennyman23	811
5092	greenyoshi0403	809
5093	SoupAndSalt	807
5094	12345da25	805
5095	SaabKing	803
5096	reza223344	797
5097	Megatron1600	791
5098	pan1cattack	790
5099	Nefrayx	772
5100	ParkBench_	771
5101	4_smart_people	769
5102	Exensul	757
5103	DrunkPolitician	754
5104	sZZp	750
5104	downhalfway	750
5106	RowanStronghold	749
5107	Gecko998	747
5108	ManofManySnails	743
5109	Sadsadloser	739
5110	Altec991	735
5111	jet1423	734
5111	BestRunnerNA	734
5113	Andy1984_8l	726
5114	JoniBologna666	717
5115	este_cipote	716
5116	Milktress	713
5117	Po_GBA	707
5118	Rufftimez	703
5119	Zombie2_TW	694
5120	5X7XN	688
5121	ouzos	684
5122	tartaruga626	683
5123	Ouroborealis	681
5124	b1gBong	676
5125	OptimusRifai	673
5126	NimzoLinihist	672
5127	smokindix	670
5128	_aperson1	669
5129	EnderAres	666
5130	ghostlouishotfr	664
5131	kakarobotimees	661
5132	EchoOfTheRiver	660
5133	BufferTier	653
5134	WolfSaurus	643
5135	HoennIsBest	639
5135	Jiiiinn	639
5137	nickimanaj	636
5138	hus_ok	629
5139	animeloverlowe	627
5139	EricHo_HK159	627
5141	Wyimaginowana	620
5142	xinfernosx	616
5143	CrowdedMountain	615
5144	AEvolvedPotato	614
5145	Minusgrade	613
5146	GodkewXD	611
5147	LuciferFaery	610
5148	starsiding	609
5149	MoneyCee	603
5150	yoshimaster8	601
5150	DISRESPECKY	601
5152	Neolas	599
5152	morganhasclout	599
5154	jude26538292	598
5155	DazB7	597
5155	Mehras	597
5157	I_Like_Fries	591
5158	JoceyJuice	586
5159	jetpackXL	585
5160	toltolanatole	581
5161	M010t0v	578
5162	Glazegan	577
5163	V0id_Glitch	576
5164	Harko4	575
5165	ComboForger	569
5166	Soran_Zero	568
5167	Raichu76800	566
5168	Koerky	554
5169	slimeychicklol	552
5169	Bolodebatata	552
5171	CG_xRAMPAGEx	548
5172	DamSwag	546
5173	nikobro	541
5173	lucia_073	541
5175	UhhLilly	535
5176	Milan_A113	532
5177	Dustin_Doucette	525
5178	JacobRoesbrugge	522
5179	LAMWorkshopLead	520
5180	Lades181	513
5181	xXEntropySauceXx	512
5182	Zweide	511
5182	HermionieGamer	511
5184	XX_N4ZER_XX	505
5185	your_local_thief	496
5186	baileywolverine	488
5187	jfireball18	483
5187	Crocodile175	483
5189	meatfetus	482
5190	JFDD	481
5190	deleted04212021	481
5192	1Emerson	474
5193	st00pidn00b	467
5194	PhoenixShush	461
5195	75adbfd6-2897-301c-a75c-1daa4cafab2a	460
5196	IIgnatius	458
5197	_first_strike_	454
5198	Mainko	453
5198	Ifrit788	453
5200	raqk	452
5201	NozzaVevo	450
5202	onionguy55	447
5203	Hasmith99	446
5203	Wooahthere	446
5205	AresBird	443
5206	Spartan_082	442
5207	pangeagirls	438
5208	Schoonvader	434
5209	CAROLXNE	423
5210	R4ce	417
5211	NeaRRagE	414
5212	Biawa	403
5213	Vexkriller	401
5214	token_knob	397
5214	OneMinuteDeen	397
5216	kk0	395
5216	XzClayz	395
5218	buttmustard	390
5218	GG_Nabu	390
5220	_Void57	388
5221	Denal1	383
5221	TwinkEngine	383
5223	AdamBudget	380
5224	UnHolyVenom	372
5225	gw145541	369
5226	xanman	368
5227	bib123aaa	366
5228	AngryBathrobeMan	365
5229	Chip_Lorenzo	363
5230	jade1202	362
5231	Crazy_Ray_	360
5232	Kira2404	358
5233	Mr_GulleV2	357
5234	jpjl59	356
5235	Hazzaman2012	355
5236	c1yd	353
5237	sirbaker1	351
5238	Carl_S4tan	347
5239	Niklas050304	340
5240	robot4gamer	334
5241	OrenSenkai	331
5242	DestructCube	323
5243	ipergabri	317
5244	thehangrybadger	310
5245	v1xk1	291
5246	Scypress	287
5247	stingervenom	285
5248	jackyman456	280
5249	missXD	277
5250	_DigiDev	268
5251	FreeUnbanFreeBba	266
5251	00000000-0000-0000-0009-000005aa8061	266
5253	DahliaIsHere	263
5254	JAMESRHENDLEY99	261
5255	Tsuk4ni	255
5255	FrontalCactus	255
5257	Seungwoo1115	246
5258	masterdobbs44	239
5259	Nel_Frog	236
5260	NickRetro	230
5261	BingusBongos	227
5262	Shade249	220
5262	LegoRL	220
5264	huysbestlegit	219
5265	Andryuss	216
5266	cofichiquito	212
5267	lierseleow	207
5268	Seturrox	204
5269	Kerryleemcg	202
5270	Baconator8000	201
5271	JayDay420	200
5272	5forSilver	199
5273	EclipeCC	194
5274	The_Mining_Man	189
5275	evilunknown	183
5275	tt22	183
5277	KevTez	182
5278	Algottheman10	180
5279	amazingasdf	177
5279	BurpBoy	177
5279	Fabby_	177
5282	JulianGomezm	175
5283	firefast1235	174
5284	ProfessorMine	169
5284	Thewaffleninja64	169
5286	Stalker2B	167
5287	John_Camel	164
5288	Arctor	162
5289	grunspengruh	157
5290	caffa509-1d8a-47b9-8f23-03790379e548	156
5291	Awdex	152
5292	3Riot	146
5293	Nate0504	144
5293	dannith	144
5295	DonZimiHD	141
5295	wille_95	141
